OrderID,CustomerID,SalespersonPersonID,ContactPersonID,OrderDate
205461,363,14,415,2014-09-23
205462,206,15,256,2014-09-23
205463,114,15,163,2014-09-23
205464,687,14,742,2014-09-23
205465,689,7,744,2014-09-23
205466,623,8,677,2014-09-23
205467,948,14,1008,2014-09-23
205468,864,15,922,2014-09-23
205469,637,13,691,2014-09-23
205470,304,3,356,2014-09-23
205471,867,2,925,2014-09-23
205472,681,2,736,2014-09-23
205473,206,6,256,2014-09-23
205474,47,3,95,2014-09-23
205475,712,15,767,2014-09-23
205476,314,8,366,2014-09-23
205477,928,13,988,2014-09-23
205478,789,2,845,2014-09-23
205479,518,14,571,2014-09-23
205480,244,16,294,2014-09-23
205481,130,7,179,2014-09-23
205482,652,20,706,2014-09-23
205483,555,15,608,2014-09-23
205484,483,20,536,2014-09-23
205485,279,20,331,2014-09-23
205486,460,8,512,2014-09-23
205487,198,20,248,2014-09-23
205488,81,14,130,2014-09-23
205489,448,15,500,2014-09-23
205490,366,15,418,2014-09-23
205491,950,15,1010,2014-09-23
205492,120,8,169,2014-09-23
205493,623,2,677,2014-09-23
205494,740,6,795,2014-09-23
205495,454,3,506,2014-09-23
205496,648,13,702,2014-09-23
205497,669,7,723,2014-09-23
205498,938,3,998,2014-09-23
205499,673,7,728,2014-09-23
205500,878,15,937,2014-09-23
205501,762,8,818,2014-09-23
205502,163,7,213,2014-09-23
205503,66,20,115,2014-09-23
205504,753,15,809,2014-09-23
205505,344,7,396,2014-09-23
205506,182,13,232,2014-09-23
205507,279,13,331,2014-09-23
205508,444,16,496,2014-09-23
205509,789,16,845,2014-09-23
205510,958,14,1018,2014-09-23
205511,13,7,60,2014-09-23
205512,20,7,67,2014-09-23
205513,107,8,156,2014-09-23
205514,208,15,258,2014-09-23
205515,99,2,148,2014-09-23
205516,254,7,304,2014-09-23
205517,36,8,84,2014-09-23
205518,299,2,351,2014-09-23
205519,850,16,907,2014-09-23
205520,589,8,643,2014-09-23
205521,562,2,616,2014-09-23
205522,371,13,423,2014-09-23
205523,543,7,596,2014-09-23
205524,769,7,825,2014-09-23
205525,221,6,271,2014-09-23
205526,411,13,463,2014-09-23
205527,244,13,294,2014-09-23
205528,99,15,148,2014-09-23
205529,765,16,821,2014-09-23
205530,443,2,495,2014-09-23
205531,894,13,953,2014-09-23
205532,33,3,80,2014-09-23
205533,985,6,1045,2014-09-23
205534,376,13,428,2014-09-23
205535,192,2,242,2014-09-23
205536,278,6,330,2014-09-23
205537,631,8,685,2014-09-23
205538,590,15,644,2014-09-23
205539,274,7,326,2014-09-23
205540,104,6,153,2014-09-23
205541,512,15,565,2014-09-23
205542,223,20,273,2014-09-23
205543,1110,16,3310,2014-09-23
205544,87,2,136,2014-09-23
205545,294,8,346,2014-09-23
205546,867,14,925,2014-09-23
205547,543,16,596,2014-09-23
205548,752,6,808,2014-09-23
205549,130,16,179,2014-09-23
205550,920,7,980,2014-09-23
205551,650,7,704,2014-09-23
205552,465,6,517,2014-09-23
205553,317,3,369,2014-09-23
205554,1001,2,1061,2014-09-23
205555,369,8,421,2014-09-23
205556,759,8,815,2014-09-23
205557,371,7,423,2014-09-23
205558,2,6,49,2014-09-23
205559,343,16,395,2014-09-23
205560,433,6,485,2014-09-23
205561,748,15,803,2014-09-23
205562,687,14,742,2014-09-23
205563,304,3,356,2014-09-23
205564,681,2,736,2014-09-23
205565,652,20,706,2014-09-23
205566,648,13,702,2014-09-23
205567,669,7,723,2014-09-23
205568,673,7,728,2014-09-23
205569,279,13,331,2014-09-23
205570,444,16,496,2014-09-23
205571,99,2,148,2014-09-23
205572,850,16,907,2014-09-23
205573,543,7,596,2014-09-23
205574,411,13,463,2014-09-23
205575,590,15,644,2014-09-23
205576,223,20,273,2014-09-23
205577,1110,16,3310,2014-09-23
205578,87,2,136,2014-09-23
205579,369,8,421,2014-09-23
205580,371,7,423,2014-09-23
205581,523,2,576,2014-09-24
205582,882,14,941,2014-09-24
205583,313,3,365,2014-09-24
205584,914,13,973,2014-09-24
205585,265,7,316,2014-09-24
205586,769,14,825,2014-09-24
205587,647,8,701,2014-09-24
205588,913,13,972,2014-09-24
205589,772,16,828,2014-09-24
205590,152,20,202,2014-09-24
205591,165,7,215,2014-09-24
205592,437,6,489,2014-09-24
205593,327,7,379,2014-09-24
205594,178,3,228,2014-09-24
205595,922,13,982,2014-09-24
205596,551,15,604,2014-09-24
205597,424,8,476,2014-09-24
205598,588,8,642,2014-09-24
205599,497,14,550,2014-09-24
205600,998,8,1058,2014-09-24
205601,835,3,892,2014-09-24
205602,294,2,346,2014-09-24
205603,205,15,255,2014-09-24
205604,304,20,356,2014-09-24
205605,653,6,707,2014-09-24
205606,875,2,934,2014-09-24
205607,657,16,711,2014-09-24
205608,726,13,781,2014-09-24
205609,240,6,290,2014-09-24
205610,910,2,969,2014-09-24
205611,695,8,750,2014-09-24
205612,669,2,723,2014-09-24
205613,764,3,820,2014-09-24
205614,937,16,997,2014-09-24
205615,600,15,654,2014-09-24
205616,62,3,110,2014-09-24
205617,955,15,1015,2014-09-24
205618,459,8,511,2014-09-24
205619,490,16,543,2014-09-24
205620,689,8,744,2014-09-24
205621,888,15,947,2014-09-24
205622,319,13,371,2014-09-24
205623,171,2,221,2014-09-24
205624,1111,20,3311,2014-09-24
205625,1127,16,3327,2014-09-24
205626,636,3,690,2014-09-24
205627,875,20,934,2014-09-24
205628,598,3,652,2014-09-24
205629,247,6,297,2014-09-24
205630,103,13,152,2014-09-24
205631,61,14,109,2014-09-24
205632,838,8,895,2014-09-24
205633,588,8,642,2014-09-24
205634,1003,14,1063,2014-09-24
205635,575,20,629,2014-09-24
205636,462,3,514,2014-09-24
205637,587,15,641,2014-09-24
205638,573,8,627,2014-09-24
205639,767,3,823,2014-09-24
205640,388,8,440,2014-09-24
205641,990,13,1050,2014-09-24
205642,425,20,477,2014-09-24
205643,498,16,551,2014-09-24
205644,899,2,958,2014-09-24
205645,251,2,301,2014-09-24
205646,502,14,555,2014-09-24
205647,474,7,527,2014-09-24
205648,23,8,70,2014-09-24
205649,568,13,622,2014-09-24
205650,229,20,279,2014-09-24
205651,1116,2,3316,2014-09-24
205652,126,7,175,2014-09-24
205653,304,6,356,2014-09-24
205654,952,14,1012,2014-09-24
205655,364,6,416,2014-09-24
205656,383,16,435,2014-09-24
205657,308,16,360,2014-09-24
205658,109,7,158,2014-09-24
205659,149,3,199,2014-09-24
205660,172,2,222,2014-09-24
205661,212,7,262,2014-09-24
205662,777,13,833,2014-09-24
205663,237,8,287,2014-09-24
205664,945,8,1005,2014-09-24
205665,885,7,944,2014-09-24
205666,723,13,778,2014-09-24
205667,232,6,282,2014-09-24
205668,720,7,775,2014-09-24
205669,847,14,904,2014-09-24
205670,298,20,350,2014-09-24
205671,216,2,266,2014-09-24
205672,353,7,405,2014-09-24
205673,351,20,403,2014-09-24
205674,93,7,142,2014-09-24
205675,885,8,944,2014-09-24
205676,475,13,528,2014-09-24
205677,173,7,223,2014-09-24
205678,646,16,700,2014-09-24
205679,28,2,75,2014-09-24
205680,623,6,677,2014-09-24
205681,877,7,936,2014-09-24
205682,292,16,344,2014-09-24
205683,821,15,878,2014-09-24
205684,458,2,510,2014-09-24
205685,777,2,833,2014-09-24
205686,37,16,85,2014-09-24
205687,934,13,994,2014-09-24
205688,440,7,492,2014-09-24
205689,333,20,385,2014-09-24
205690,673,8,728,2014-09-24
205691,154,3,204,2014-09-24
205692,458,13,510,2014-09-24
205693,184,2,234,2014-09-24
205694,165,14,215,2014-09-24
205695,390,8,442,2014-09-24
205696,822,16,879,2014-09-24
205697,711,15,766,2014-09-24
205698,169,16,219,2014-09-24
205699,91,13,140,2014-09-24
205700,894,14,953,2014-09-24
205701,613,20,667,2014-09-24
205702,681,2,736,2014-09-23
205703,769,14,825,2014-09-24
205704,913,13,972,2014-09-24
205705,165,7,215,2014-09-24
205706,437,6,489,2014-09-24
205707,922,13,982,2014-09-24
205708,588,8,642,2014-09-24
205709,294,2,346,2014-09-24
205710,62,3,110,2014-09-24
205711,955,15,1015,2014-09-24
205712,888,15,947,2014-09-24
205713,103,13,152,2014-09-24
205714,573,8,627,2014-09-24
205715,425,20,477,2014-09-24
205716,498,16,551,2014-09-24
205717,251,2,301,2014-09-24
205718,474,7,527,2014-09-24
205719,149,3,199,2014-09-24
205720,172,2,222,2014-09-24
205721,212,7,262,2014-09-24
205722,777,13,833,2014-09-24
205723,945,8,1005,2014-09-24
205724,720,7,775,2014-09-24
205725,847,14,904,2014-09-24
205726,353,7,405,2014-09-24
205727,93,7,142,2014-09-24
205728,173,7,223,2014-09-24
205729,877,7,936,2014-09-24
205730,777,2,833,2014-09-24
205731,440,7,492,2014-09-24
205732,711,15,766,2014-09-24
205733,169,16,219,2014-09-24
205734,613,20,667,2014-09-24
205735,913,16,972,2014-09-25
205736,14,14,61,2014-09-25
205737,964,7,1024,2014-09-25
205738,841,15,898,2014-09-25
205739,157,6,207,2014-09-25
205740,522,16,575,2014-09-25
205741,663,14,717,2014-09-25
205742,744,13,799,2014-09-25
205743,981,15,1041,2014-09-25
205744,274,20,326,2014-09-25
205745,153,8,203,2014-09-25
205746,175,6,225,2014-09-25
205747,432,20,484,2014-09-25
205748,537,7,590,2014-09-25
205749,525,13,578,2014-09-25
205750,426,20,478,2014-09-25
205751,46,8,94,2014-09-25
205752,46,16,94,2014-09-25
205753,591,20,645,2014-09-25
205754,110,15,159,2014-09-25
205755,552,15,605,2014-09-25
205756,406,2,458,2014-09-25
205757,296,16,348,2014-09-25
205758,944,14,1004,2014-09-25
205759,632,16,686,2014-09-25
205760,160,16,210,2014-09-25
205761,735,2,790,2014-09-25
205762,453,16,505,2014-09-25
205763,595,3,649,2014-09-25
205764,491,14,544,2014-09-25
205765,279,20,331,2014-09-25
205766,570,8,624,2014-09-25
205767,31,6,78,2014-09-25
205768,1007,13,1067,2014-09-25
205769,90,15,139,2014-09-25
205770,250,20,300,2014-09-25
205771,141,2,191,2014-09-25
205772,186,15,236,2014-09-25
205773,385,20,437,2014-09-25
205774,998,3,1058,2014-09-25
205775,512,7,565,2014-09-25
205776,101,2,150,2014-09-25
205777,206,3,256,2014-09-25
205778,528,2,581,2014-09-25
205779,624,8,678,2014-09-25
205780,763,8,819,2014-09-25
205781,1118,2,3318,2014-09-25
205782,676,13,731,2014-09-25
205783,675,2,730,2014-09-25
205784,576,14,630,2014-09-25
205785,157,15,207,2014-09-25
205786,914,3,973,2014-09-25
205787,658,16,712,2014-09-25
205788,44,6,92,2014-09-25
205789,763,2,819,2014-09-25
205790,457,6,509,2014-09-25
205791,638,20,692,2014-09-25
205792,250,20,300,2014-09-25
205793,712,6,767,2014-09-25
205794,858,6,916,2014-09-25
205795,722,7,777,2014-09-25
205796,814,3,871,2014-09-25
205797,198,16,248,2014-09-25
205798,236,15,286,2014-09-25
205799,952,2,1012,2014-09-25
205800,570,16,624,2014-09-25
205801,635,13,689,2014-09-25
205802,58,14,106,2014-09-25
205803,62,2,110,2014-09-25
205804,260,13,310,2014-09-25
205805,189,20,239,2014-09-25
205806,467,14,519,2014-09-25
205807,733,3,788,2014-09-25
205808,389,14,441,2014-09-25
205809,608,15,662,2014-09-25
205810,211,13,261,2014-09-25
205811,747,3,802,2014-09-25
205812,88,7,137,2014-09-25
205813,920,6,980,2014-09-25
205814,593,3,647,2014-09-25
205815,789,13,845,2014-09-25
205816,408,20,460,2014-09-25
205817,175,7,225,2014-09-25
205818,927,14,987,2014-09-25
205819,596,2,650,2014-09-25
205820,946,3,1006,2014-09-25
205821,33,13,80,2014-09-25
205822,235,2,285,2014-09-25
205823,1110,16,3310,2014-09-25
205824,404,2,456,2014-09-25
205825,625,16,679,2014-09-25
205826,481,7,534,2014-09-25
205827,53,2,101,2014-09-25
205828,639,20,693,2014-09-25
205829,469,13,521,2014-09-25
205830,462,2,514,2014-09-25
205831,1120,20,3320,2014-09-25
205832,230,14,280,2014-09-25
205833,11,14,58,2014-09-25
205834,58,20,106,2014-09-25
205835,25,16,72,2014-09-25
205836,542,3,595,2014-09-25
205837,522,2,575,2014-09-25
205838,172,2,222,2014-09-24
205839,274,20,326,2014-09-25
205840,525,13,578,2014-09-25
205841,591,20,645,2014-09-25
205842,110,15,159,2014-09-25
205843,31,6,78,2014-09-25
205844,998,3,1058,2014-09-25
205845,624,8,678,2014-09-25
205846,763,8,819,2014-09-25
205847,576,14,630,2014-09-25
205848,250,20,300,2014-09-25
205849,712,6,767,2014-09-25
205850,570,16,624,2014-09-25
205851,467,14,519,2014-09-25
205852,211,13,261,2014-09-25
205853,789,13,845,2014-09-25
205854,462,2,514,2014-09-25
205855,429,3,481,2014-09-26
205856,665,7,719,2014-09-26
205857,917,16,977,2014-09-26
205858,641,13,695,2014-09-26
205859,96,8,145,2014-09-26
205860,669,7,723,2014-09-26
205861,552,15,605,2014-09-26
205862,258,16,308,2014-09-26
205863,561,2,615,2014-09-26
205864,799,6,855,2014-09-26
205865,135,13,184,2014-09-26
205866,48,8,96,2014-09-26
205867,235,20,285,2014-09-26
205868,572,2,626,2014-09-26
205869,271,3,322,2014-09-26
205870,659,2,713,2014-09-26
205871,817,14,874,2014-09-26
205872,435,3,487,2014-09-26
205873,853,14,910,2014-09-26
205874,282,3,334,2014-09-26
205875,385,13,437,2014-09-26
205876,802,15,858,2014-09-26
205877,354,20,406,2014-09-26
205878,512,7,565,2014-09-26
205879,413,20,465,2014-09-26
205880,802,7,858,2014-09-26
205881,835,8,892,2014-09-26
205882,863,13,921,2014-09-26
205883,174,14,224,2014-09-26
205884,824,2,881,2014-09-26
205885,611,16,665,2014-09-26
205886,363,14,415,2014-09-26
205887,779,6,835,2014-09-26
205888,823,7,880,2014-09-26
205889,530,14,583,2014-09-26
205890,681,7,736,2014-09-26
205891,9,16,56,2014-09-26
205892,122,2,171,2014-09-26
205893,801,14,857,2014-09-26
205894,725,8,780,2014-09-26
205895,587,20,641,2014-09-26
205896,423,14,475,2014-09-26
205897,617,13,671,2014-09-26
205898,542,15,595,2014-09-26
205899,359,15,411,2014-09-26
205900,188,20,238,2014-09-26
205901,20,13,67,2014-09-26
205902,1126,13,3326,2014-09-26
205903,86,8,135,2014-09-26
205904,12,6,59,2014-09-26
205905,288,13,340,2014-09-26
205906,160,3,210,2014-09-26
205907,708,14,763,2014-09-26
205908,868,15,926,2014-09-26
205909,518,2,571,2014-09-26
205910,164,16,214,2014-09-26
205911,71,2,120,2014-09-26
205912,173,20,223,2014-09-26
205913,60,8,108,2014-09-26
205914,393,8,445,2014-09-26
205915,776,7,832,2014-09-26
205916,37,7,85,2014-09-26
205917,175,2,225,2014-09-26
205918,538,7,591,2014-09-26
205919,160,7,210,2014-09-26
205920,472,3,525,2014-09-26
205921,694,3,749,2014-09-26
205922,272,6,323,2014-09-26
205923,638,3,692,2014-09-26
205924,677,6,732,2014-09-26
205925,677,13,732,2014-09-26
205926,294,13,346,2014-09-26
205927,329,7,381,2014-09-26
205928,255,8,305,2014-09-26
205929,332,14,384,2014-09-26
205930,249,13,299,2014-09-26
205931,667,2,721,2014-09-26
205932,273,2,325,2014-09-26
205933,405,7,457,2014-09-26
205934,456,8,508,2014-09-26
205935,631,6,685,2014-09-26
205936,520,14,573,2014-09-26
205937,134,16,183,2014-09-26
205938,714,14,769,2014-09-26
205939,144,6,194,2014-09-26
205940,778,14,834,2014-09-26
205941,952,3,1012,2014-09-26
205942,688,14,743,2014-09-26
205943,228,16,278,2014-09-26
205944,622,6,676,2014-09-26
205945,325,8,377,2014-09-26
205946,918,8,978,2014-09-26
205947,895,6,954,2014-09-26
205948,635,13,689,2014-09-26
205949,350,6,402,2014-09-26
205950,744,3,799,2014-09-26
205951,641,13,695,2014-09-26
205952,561,2,615,2014-09-26
205953,799,6,855,2014-09-26
205954,135,13,184,2014-09-26
205955,235,20,285,2014-09-26
205956,835,8,892,2014-09-26
205957,824,2,881,2014-09-26
205958,617,13,671,2014-09-26
205959,188,20,238,2014-09-26
205960,1126,13,3326,2014-09-26
205961,518,2,571,2014-09-26
205962,393,8,445,2014-09-26
205963,37,7,85,2014-09-26
205964,273,2,325,2014-09-26
205965,228,16,278,2014-09-26
205966,325,8,377,2014-09-26
205967,350,6,402,2014-09-26
205968,744,3,799,2014-09-26
205969,786,2,842,2014-09-27
205970,999,6,1059,2014-09-27
205971,465,8,517,2014-09-27
205972,733,2,788,2014-09-27
205973,832,6,889,2014-09-27
205974,943,6,1003,2014-09-27
205975,308,2,360,2014-09-27
205976,36,20,84,2014-09-27
205977,182,15,232,2014-09-27
205978,188,20,238,2014-09-27
205979,317,16,369,2014-09-27
205980,803,13,859,2014-09-27
205981,651,2,705,2014-09-27
205982,61,6,109,2014-09-27
205983,961,14,1021,2014-09-27
205984,184,16,234,2014-09-27
205985,935,16,995,2014-09-27
205986,300,15,352,2014-09-27
205987,163,15,213,2014-09-27
205988,851,8,908,2014-09-27
205989,673,2,728,2014-09-27
205990,868,14,926,2014-09-27
205991,214,14,264,2014-09-27
205992,916,3,975,2014-09-27
205993,148,8,198,2014-09-27
205994,695,6,750,2014-09-27
205995,886,16,945,2014-09-27
205996,172,15,222,2014-09-27
205997,665,2,719,2014-09-27
205998,525,6,578,2014-09-27
205999,983,6,1043,2014-09-27
206000,308,2,360,2014-09-27
206001,182,15,232,2014-09-27
206002,163,15,213,2014-09-27
206003,148,8,198,2014-09-27
206004,695,6,750,2014-09-27
206005,886,16,945,2014-09-27
206006,665,2,719,2014-09-27
206007,983,6,1043,2014-09-27
206008,786,15,842,2014-09-29
206009,330,15,382,2014-09-29
206010,757,7,813,2014-09-29
206011,595,14,649,2014-09-29
206012,456,16,508,2014-09-29
206013,682,3,737,2014-09-29
206014,69,13,118,2014-09-29
206015,641,6,695,2014-09-29
206016,366,7,418,2014-09-29
206017,17,6,64,2014-09-29
206018,275,2,327,2014-09-29
206019,308,15,360,2014-09-29
206020,23,20,70,2014-09-29
206021,497,6,550,2014-09-29
206022,79,7,128,2014-09-29
206023,807,15,863,2014-09-29
206024,504,6,557,2014-09-29
206025,64,15,113,2014-09-29
206026,112,16,161,2014-09-29
206027,25,2,72,2014-09-29
206028,892,7,951,2014-09-29
206029,161,16,211,2014-09-29
206030,705,2,760,2014-09-29
206031,794,6,850,2014-09-29
206032,530,3,583,2014-09-29
206033,163,20,213,2014-09-29
206034,904,6,963,2014-09-29
206035,617,6,671,2014-09-29
206036,730,8,785,2014-09-29
206037,842,13,899,2014-09-29
206038,217,13,267,2014-09-29
206039,569,13,623,2014-09-29
206040,908,8,967,2014-09-29
206041,330,20,382,2014-09-29
206042,943,7,1003,2014-09-29
206043,802,3,858,2014-09-29
206044,602,8,656,2014-09-29
206045,602,6,656,2014-09-29
206046,639,14,693,2014-09-29
206047,475,20,528,2014-09-29
206048,153,8,203,2014-09-29
206049,181,15,231,2014-09-29
206050,391,16,443,2014-09-29
206051,922,6,982,2014-09-29
206052,354,8,406,2014-09-29
206053,148,3,198,2014-09-29
206054,68,2,117,2014-09-29
206055,70,8,119,2014-09-29
206056,698,20,753,2014-09-29
206057,463,13,515,2014-09-29
206058,605,2,659,2014-09-29
206059,645,16,699,2014-09-29
206060,467,3,519,2014-09-29
206061,87,8,136,2014-09-29
206062,32,2,79,2014-09-29
206063,107,2,156,2014-09-29
206064,996,3,1056,2014-09-29
206065,503,6,556,2014-09-29
206066,626,2,680,2014-09-29
206067,793,16,849,2014-09-29
206068,34,8,81,2014-09-29
206069,935,3,995,2014-09-29
206070,951,3,1011,2014-09-29
206071,338,13,390,2014-09-29
206072,463,14,515,2014-09-29
206073,1129,20,3329,2014-09-29
206074,561,3,615,2014-09-29
206075,566,13,620,2014-09-29
206076,38,8,86,2014-09-29
206077,206,2,256,2014-09-29
206078,129,3,178,2014-09-29
206079,600,2,654,2014-09-29
206080,978,3,1038,2014-09-29
206081,133,3,182,2014-09-29
206082,302,3,354,2014-09-29
206083,139,6,189,2014-09-29
206084,14,15,61,2014-09-29
206085,753,8,809,2014-09-29
206086,877,7,936,2014-09-29
206087,513,20,566,2014-09-29
206088,963,16,1023,2014-09-29
206089,817,3,874,2014-09-29
206090,856,8,914,2014-09-29
206091,127,3,176,2014-09-29
206092,352,8,404,2014-09-29
206093,886,2,945,2014-09-29
206094,727,2,782,2014-09-29
206095,430,16,482,2014-09-29
206096,990,14,1050,2014-09-29
206097,405,14,457,2014-09-29
206098,876,16,935,2014-09-29
206099,830,20,887,2014-09-29
206100,34,2,81,2014-09-29
206101,5,20,52,2014-09-29
206102,89,14,138,2014-09-29
206103,232,15,282,2014-09-29
206104,555,13,608,2014-09-29
206105,318,3,370,2014-09-29
206106,197,14,247,2014-09-29
206107,34,15,81,2014-09-29
206108,934,8,994,2014-09-29
206109,26,7,73,2014-09-29
206110,612,6,666,2014-09-29
206111,169,13,219,2014-09-29
206112,44,13,92,2014-09-29
206113,255,20,305,2014-09-29
206114,213,20,263,2014-09-29
206115,229,2,279,2014-09-29
206116,664,8,718,2014-09-29
206117,627,3,681,2014-09-29
206118,400,7,452,2014-09-29
206119,837,8,894,2014-09-29
206120,392,2,444,2014-09-29
206121,205,2,255,2014-09-29
206122,180,20,230,2014-09-29
206123,8,7,55,2014-09-29
206124,732,6,787,2014-09-29
206125,580,6,634,2014-09-29
206126,101,7,150,2014-09-29
206127,604,7,658,2014-09-29
206128,384,2,436,2014-09-29
206129,475,3,528,2014-09-29
206130,330,15,382,2014-09-29
206131,69,13,118,2014-09-29
206132,17,6,64,2014-09-29
206133,112,16,161,2014-09-29
206134,730,8,785,2014-09-29
206135,153,8,203,2014-09-29
206136,503,6,556,2014-09-29
206137,626,2,680,2014-09-29
206138,935,3,995,2014-09-29
206139,463,14,515,2014-09-29
206140,38,8,86,2014-09-29
206141,978,3,1038,2014-09-29
206142,302,3,354,2014-09-29
206143,876,16,935,2014-09-29
206144,318,3,370,2014-09-29
206145,34,15,81,2014-09-29
206146,255,20,305,2014-09-29
206147,229,2,279,2014-09-29
206148,475,3,528,2014-09-29
206149,635,7,689,2014-09-30
206150,949,13,1009,2014-09-30
206151,347,3,399,2014-09-30
206152,721,6,776,2014-09-30
206153,569,15,623,2014-09-30
206154,332,6,384,2014-09-30
206155,870,2,928,2014-09-30
206156,831,2,888,2014-09-30
206157,78,8,127,2014-09-30
206158,852,7,909,2014-09-30
206159,185,14,235,2014-09-30
206160,801,13,857,2014-09-30
206161,2,16,49,2014-09-30
206162,181,20,231,2014-09-30
206163,7,7,54,2014-09-30
206164,22,20,69,2014-09-30
206165,343,14,395,2014-09-30
206166,507,3,560,2014-09-30
206167,867,16,925,2014-09-30
206168,153,7,203,2014-09-30
206169,1110,15,3310,2014-09-30
206170,362,16,414,2014-09-30
206171,99,8,148,2014-09-30
206172,861,2,919,2014-09-30
206173,721,20,776,2014-09-30
206174,232,14,282,2014-09-30
206175,268,14,319,2014-09-30
206176,446,20,498,2014-09-30
206177,171,13,221,2014-09-30
206178,862,7,920,2014-09-30
206179,107,7,156,2014-09-30
206180,46,14,94,2014-09-30
206181,1118,8,3318,2014-09-30
206182,593,3,647,2014-09-30
206183,695,20,750,2014-09-30
206184,132,15,181,2014-09-30
206185,831,13,888,2014-09-30
206186,484,7,537,2014-09-30
206187,251,15,301,2014-09-30
206188,225,16,275,2014-09-30
206189,425,8,477,2014-09-30
206190,573,2,627,2014-09-30
206191,748,14,803,2014-09-30
206192,400,2,452,2014-09-30
206193,830,16,887,2014-09-30
206194,800,14,856,2014-09-30
206195,604,3,658,2014-09-30
206196,943,15,1003,2014-09-30
206197,389,7,441,2014-09-30
206198,43,7,91,2014-09-30
206199,979,3,1039,2014-09-30
206200,948,7,1008,2014-09-30
206201,398,16,450,2014-09-30
206202,239,3,289,2014-09-30
206203,619,2,673,2014-09-30
206204,747,8,802,2014-09-30
206205,368,15,420,2014-09-30
206206,713,2,768,2014-09-30
206207,409,2,461,2014-09-30
206208,544,15,597,2014-09-30
206209,938,7,998,2014-09-30
206210,576,13,630,2014-09-30
206211,493,20,546,2014-09-30
206212,712,20,767,2014-09-30
206213,98,8,147,2014-09-30
206214,135,13,184,2014-09-30
206215,52,3,100,2014-09-30
206216,620,6,674,2014-09-30
206217,666,8,720,2014-09-30
206218,818,2,875,2014-09-30
206219,692,15,747,2014-09-30
206220,798,15,854,2014-09-30
206221,367,6,419,2014-09-30
206222,503,2,556,2014-09-30
206223,243,16,293,2014-09-30
206224,562,7,616,2014-09-30
206225,405,7,457,2014-09-30
206226,942,13,1002,2014-09-30
206227,823,2,880,2014-09-30
206228,751,3,807,2014-09-30
206229,266,2,317,2014-09-30
206230,844,15,901,2014-09-30
206231,769,3,825,2014-09-30
206232,202,16,252,2014-09-30
206233,745,20,800,2014-09-30
206234,575,8,629,2014-09-30
206235,5,20,52,2014-09-30
206236,7,3,54,2014-09-30
206237,965,16,1025,2014-09-30
206238,224,2,274,2014-09-30
206239,451,2,503,2014-09-30
206240,188,16,238,2014-09-30
206241,534,2,587,2014-09-30
206242,735,16,790,2014-09-30
206243,893,6,952,2014-09-30
206244,496,6,549,2014-09-30
206245,92,13,141,2014-09-30
206246,314,7,366,2014-09-30
206247,729,14,784,2014-09-30
206248,213,13,263,2014-09-30
206249,508,16,561,2014-09-30
206250,537,16,590,2014-09-30
206251,911,15,970,2014-09-30
206252,635,7,689,2014-09-30
206253,949,13,1009,2014-09-30
206254,831,2,888,2014-09-30
206255,22,20,69,2014-09-30
206256,362,16,414,2014-09-30
206257,721,20,776,2014-09-30
206258,593,3,647,2014-09-30
206259,800,14,856,2014-09-30
206260,389,7,441,2014-09-30
206261,619,2,673,2014-09-30
206262,368,15,420,2014-09-30
206263,409,2,461,2014-09-30
206264,544,15,597,2014-09-30
206265,576,13,630,2014-09-30
206266,493,20,546,2014-09-30
206267,98,8,147,2014-09-30
206268,52,3,100,2014-09-30
206269,243,16,293,2014-09-30
206270,405,7,457,2014-09-30
206271,823,2,880,2014-09-30
206272,844,15,901,2014-09-30
206273,451,2,503,2014-09-30
206274,537,16,590,2014-09-30
206275,911,15,970,2014-09-30
206276,1115,16,3315,2014-10-01
206277,213,20,263,2014-10-01
206278,481,3,534,2014-10-01
206279,369,8,421,2014-10-01
206280,566,20,620,2014-10-01
206281,850,2,907,2014-10-01
206282,912,2,971,2014-10-01
206283,39,20,87,2014-10-01
206284,554,13,607,2014-10-01
206285,558,8,612,2014-10-01
206286,118,2,167,2014-10-01
206287,1125,15,3325,2014-10-01
206288,537,8,590,2014-10-01
206289,393,3,445,2014-10-01
206290,991,15,1051,2014-10-01
206291,993,14,1053,2014-10-01
206292,220,2,270,2014-10-01
206293,784,6,840,2014-10-01
206294,357,7,409,2014-10-01
206295,487,16,540,2014-10-01
206296,457,8,509,2014-10-01
206297,64,7,113,2014-10-01
206298,822,13,879,2014-10-01
206299,253,15,303,2014-10-01
206300,674,20,729,2014-10-01
206301,361,16,413,2014-10-01
206302,715,20,770,2014-10-01
206303,943,20,1003,2014-10-01
206304,766,16,822,2014-10-01
206305,65,6,114,2014-10-01
206306,186,16,236,2014-10-01
206307,209,8,259,2014-10-01
206308,983,7,1043,2014-10-01
206309,629,13,683,2014-10-01
206310,433,20,485,2014-10-01
206311,935,20,995,2014-10-01
206312,467,7,519,2014-10-01
206313,275,15,327,2014-10-01
206314,145,8,195,2014-10-01
206315,733,15,788,2014-10-01
206316,58,6,106,2014-10-01
206317,133,15,182,2014-10-01
206318,218,2,268,2014-10-01
206319,500,6,553,2014-10-01
206320,62,7,110,2014-10-01
206321,240,6,290,2014-10-01
206322,486,15,539,2014-10-01
206323,216,6,266,2014-10-01
206324,277,13,329,2014-10-01
206325,727,20,782,2014-10-01
206326,999,16,1059,2014-10-01
206327,1122,20,3322,2014-10-01
